,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros
607629,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,29,9357111-11,20.0,46.34
607630,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,30,9357121-21,24.0,35.75
607631,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,31,942103-03,40.0,66.98
607632,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,32,944017-17,20.0,50.23
607633,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,33,964787-87,20.0,13.92
607634,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,34,9672961-61,60.0,93.46
607635,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,35,8871631-31,40.0,0.0
607636,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,36,875577-77,25.0,11.93
607637,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,37,875579-79,50.0,0.0
607638,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,38,8902742-42,50.0,0.0
607639,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,39,920293-93,25.0,0.0
607640,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,40,937508-08,52.0,0.0
607641,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,41,83256610-10,36.0,0.0
607642,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,42,8902753-53,50.0,0.0
607643,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,43,937515-15,20.0,0.0
607644,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,44,875582-82,25.0,0.0
607645,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,45,841800-00,25.0,0.0
607646,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,46,997201-01,30.0,0.0
607647,2021-03-16 00:00:00.000,3-2021,3403434,5003476-76,21015125,47,997202-02,30.0,0.0
618685,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,1,887776-76,20.0,19.47
618686,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,2,897785-85,20.0,19.47
618687,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,3,802796-96,20.0,18.4
618688,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,4,8871292-92,40.0,51.79
618689,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,5,999916-16,20.0,25.9
618690,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,6,802077-77,60.0,55.49
618691,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,7,802063-63,20.0,12.46
618692,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,8,802064-64,40.0,24.92
618693,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,9,8031246-46,20.0,13.63
618694,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,11,802797-97,20.0,18.4
618695,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,12,802798-98,20.0,18.4
618696,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,13,982862-62,20.0,12.75
618697,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,15,982861-61,20.0,12.75
618698,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,16,8308591-91,30.0,19.13
618699,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,17,8308601-01,30.0,19.13
618700,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,18,8308621-21,30.0,19.13
618701,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,19,830864-64,20.0,29.11
618702,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,20,830863-63,50.0,72.77
618703,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,21,872726-26,40.0,25.5
618704,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,22,872721-21,30.0,19.13
618705,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,23,872725-25,20.0,12.75
618706,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,24,964848-48,25.0,12.78
618707,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,25,921216-16,25.0,40.11
618708,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,26,8206472-72,40.0,33.29
618709,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,27,8206444-44,40.0,33.29
618710,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,28,892273-73,25.0,27.02
618711,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,29,880336-36,25.0,18.86
618712,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,30,875582-82,25.0,18.86
618713,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,31,892278-78,20.0,30.76
618714,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,32,8755811-11,25.0,60.84
618715,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,33,927156-56,20.0,29.11
618716,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,34,905456-56,20.0,29.11
618717,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,35,875711-11,25.0,27.99
618718,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,36,1199005728-28,24.0,39.84
618719,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,37,875593-93,25.0,41.85
618720,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,38,944033-33,20.0,30.76
618721,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,39,8803271-71,50.0,25.31
618722,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,40,8755761-61,25.0,12.66
618723,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,41,8803232-32,25.0,19.71
618724,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,42,964787-87,40.0,27.84
618725,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,43,926446-46,10.0,8.57
618726,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,44,888695-95,25.0,31.15
618727,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,45,937443-43,20.0,92.19
618728,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,46,964859-59,40.0,49.45
618729,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,48,9262741-41,20.0,8.57
618730,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,49,9262801-01,12.0,15.83
618731,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,50,992654-54,40.0,27.06
618732,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,51,992655-55,40.0,21.03
618733,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,53,882426-26,25.0,38.45
618734,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,54,8022932-32,10.0,19.52
618735,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,55,900338-38,40.0,45.95
618736,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,56,918470-70,30.0,19.42
618737,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,57,8022921-21,20.0,19.86
618738,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,58,8871631-31,10.0,17.04
618739,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,59,8695976-76,30.0,60.16
618740,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,60,8128741-41,60.0,111.56
618741,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,61,8128704-04,60.0,58.7
618742,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,62,943452-52,40.0,49.06
618743,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,63,812105-05,6.0,17.96
618744,2021-03-17 00:00:00.000,3-2021,3403434,5002915-15,21016274,64,9262711-11,20.0,13.73
619331,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,1,802052-52,1200.0,1236.84
619332,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,2,802054-54,1200.0,1236.84
619333,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,3,802063-63,560.0,453.26
619334,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,4,8128741-41,1400.0,3381.7
619335,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,5,880410-10,700.0,982.66
619336,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,6,875586-86,700.0,982.66
619337,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,7,1199005728-28,576.0,1242.03
619338,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,8,875593-93,475.0,1087.28
619339,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,9,802078-78,200.0,252.94
619340,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,10,802077-77,2240.0,2832.93
619341,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,11,8803271-71,700.0,460.32
619342,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,12,8871292-92,560.0,941.92
619343,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,13,892273-73,700.0,982.66
619344,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,14,893133-33,380.0,579.08
619345,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,15,895956-56,560.0,757.79
619346,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,16,902126-26,560.0,941.92
619347,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,17,905470-70,500.0,727.15
619348,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,18,9078342-42,240.0,505.37
619349,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,19,927818-18,60.0,212.47
619350,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,19,927818-18,30.0,106.23
619351,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,20,935588-88,560.0,1650.15
619352,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,21,942103-03,560.0,1218.17
619353,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,22,943457-57,1600.0,7163.2
619354,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,23,944017-17,3360.0,10963.34
619355,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,24,964765-65,1120.0,1395.18
619356,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,25,964787-87,560.0,506.41
619357,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,26,964899-99,300.0,1039.56
619358,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,26,964899-99,260.0,900.95
619359,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,27,9672961-61,800.0,1618.8
619360,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,28,8871561-61,1400.0,1628.9
619361,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,29,8022932-32,560.0,1419.99
619362,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,30,875577-77,700.0,433.79
619363,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,31,841360-60,432.0,631.02
619364,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,33,888681-81,672.0,1627.52
619365,2021-03-17 00:00:00.000,3-2021,3403434,5029913-13,21015794,34,8571482-82,520.0,1328.44
623122,2021-03-17 00:00:00.000,3-2021,3403434,5340672-72,21000803,1,837396-96,2800.0,1148.0
623123,2021-03-17 00:00:00.000,3-2021,3403434,5340672-72,21000803,2,8805374-74,2160.0,1598.4
623124,2021-03-17 00:00:00.000,3-2021,3403434,5340672-72,21000803,3,896996-96,5250.0,5670.0
643361,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,1,8308581-81,10.0,6.38
643362,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,2,802051-51,10.0,7.93
643363,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,3,802052-52,10.0,7.93
643364,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,4,872726-26,10.0,6.38
643365,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,5,872721-21,10.0,6.38
643366,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,6,872725-25,10.0,6.38
643367,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,7,802063-63,20.0,12.46
643368,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,8,802064-64,20.0,12.46
643369,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,9,802077-77,20.0,18.5
643370,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,10,802078-78,20.0,18.5
643371,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,11,895956-56,20.0,20.83
643372,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,13,8902764-64,25.0,7.91
643373,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,14,861126-26,25.0,13.51
643374,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,15,927868-68,25.0,9.49
643375,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,16,927871-71,25.0,8.88
643376,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,17,992728-28,20.0,23.27
643377,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,18,9245611-11,20.0,21.03
643378,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,19,875579-79,25.0,11.93
643379,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,20,8128704-04,20.0,19.57
643380,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,22,8794311-11,20.0,42.93
643381,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,23,8022932-32,20.0,39.04
643382,2021-03-19 00:00:00.000,3-2021,3403434,5293132-32,21017093,25,807973-73,20.0,0.0
643600,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,1,802054-54,20.0,15.87
643601,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,2,997201-01,10.0,20.44
643602,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,3,802077-77,60.0,55.49
643603,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,4,902126-26,20.0,25.9
643604,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,5,999916-16,20.0,25.9
643605,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,6,946718-18,20.0,93.46
643606,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,7,887776-76,20.0,19.47
643607,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,8,992668-68,25.0,40.64
643608,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,10,8206472-72,20.0,16.65
643609,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,11,8902764-64,25.0,7.91
643610,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,12,8902753-53,25.0,13.14
643611,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,13,8902772-72,25.0,23.12
643612,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,14,964912-12,25.0,10.47
643613,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,15,8803261-61,25.0,12.66
643614,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,16,964859-59,20.0,24.73
643615,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,17,905470-70,25.0,27.99
643616,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,18,875711-11,25.0,27.99
643617,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,19,8128741-41,40.0,74.38
643618,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,21,900338-38,20.0,22.97
643619,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,22,8871631-31,20.0,34.07
643620,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,23,920293-93,25.0,39.91
643621,2021-03-19 00:00:00.000,3-2021,3403434,5003451-51,21016766,24,8297356-56,12.0,21.09
654933,2021-03-22 00:00:00.000,3-2021,3403434,5002915-15,21003893,1,9700921-21,1.0,522.79
668885,2021-03-23 00:00:00.000,3-2021,3403434,5029913-13,21017392,1,918777-77,1200.0,1952.4
668886,2021-03-23 00:00:00.000,3-2021,3403434,5029913-13,21017392,2,830622-22,900.0,1368.09
679398,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,1,802052-52,1200.0,1236.84
679399,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,2,802063-63,560.0,453.26
679400,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,3,8128741-41,1400.0,3381.7
679401,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,4,875711-11,500.0,727.15
679402,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,5,1199005728-28,576.0,1242.03
679403,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,6,802078-78,200.0,252.94
679404,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,7,802077-77,1280.0,1618.82
679405,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,8,8803271-71,700.0,460.32
679406,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,9,8871292-92,560.0,941.92
679407,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,10,892273-73,700.0,982.66
679408,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,11,897785-85,560.0,708.23
679409,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,12,902126-26,560.0,941.92
679410,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,13,905470-70,500.0,727.15
679411,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,14,9246351-51,1975.0,2872.24
679412,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,15,935588-88,560.0,1650.15
679413,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,16,9672961-61,1200.0,2428.2
679414,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,17,992668-68,700.0,1478.4
679415,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,18,8871561-61,840.0,977.34
679416,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,19,8022932-32,560.0,1419.99
679417,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,20,896049-49,150.0,571.01
679418,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,21,841360-60,216.0,315.51
679419,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,22,920293-93,375.0,777.79
679420,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,23,937508-08,260.0,792.45
679421,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,24,82902912-12,720.0,1192.82
679422,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,25,8289662-62,288.0,1047.17
679423,2021-03-24 00:00:00.000,3-2021,3403434,5029913-13,21018049,26,8902781-81,375.0,275.06
681995,2021-03-24 00:00:00.000,3-2021,3403434,5340672-72,21000922,1,837396-96,5600.0,2296.0
681996,2021-03-24 00:00:00.000,3-2021,3403434,5340672-72,21000922,2,8805374-74,2160.0,1598.4
681997,2021-03-24 00:00:00.000,3-2021,3403434,5340672-72,21000922,3,896996-96,5250.0,5670.0
681998,2021-03-24 00:00:00.000,3-2021,3403434,5340672-72,21000922,4,9240111-11,6912.0,3421.44
691642,2021-03-25 00:00:00.000,3-2021,3403434,5006517-17,21018956,1,952530-30,120.0,215.98
691643,2021-03-25 00:00:00.000,3-2021,3403434,5006517-17,21018956,2,950359-59,90.0,139.44
691644,2021-03-25 00:00:00.000,3-2021,3403434,5006517-17,21018956,3,807973-73,100.0,115.33
691645,2021-03-25 00:00:00.000,3-2021,3403434,5006517-17,21018956,4,866370-70,60.0,77.23
691646,2021-03-25 00:00:00.000,3-2021,3403434,5006517-17,21018956,5,918777-77,36.0,57.45
714841,2021-03-29 00:00:00.000,3-2021,3403434,5340669-69,21001041,1,837396-96,5600.0,2296.0
714842,2021-03-29 00:00:00.000,3-2021,3403434,5340669-69,21001041,2,9240111-11,6912.0,3421.44
724926,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,1,8128704-04,60.0,58.7
724927,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,2,8481541-41,40.0,63.86
724928,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,4,8128741-41,100.0,185.94
724929,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,5,830863-63,80.0,116.43
724930,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,6,830864-64,40.0,58.22
724931,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,7,8308591-91,40.0,25.5
724932,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,8,802064-64,20.0,12.46
724933,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,9,802077-77,100.0,92.48
724934,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,11,9649051-51,40.0,51.98
724935,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,12,8871292-92,40.0,51.79
724936,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,13,920292-92,10.0,76.96
724937,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,14,1199024513-13,6.0,35.51
724938,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,15,875593-93,25.0,41.85
724939,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,16,875709-09,25.0,15.94
724940,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,17,841360-60,72.0,80.96
724941,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,18,9003561-61,20.0,20.15
724942,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,20,872726-26,30.0,19.13
724943,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,21,802063-63,20.0,12.46
724944,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,22,837394-94,20.0,20.15
724945,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,23,942103-03,40.0,66.98
724946,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,24,9672961-61,60.0,93.46
724947,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,25,902126-26,60.0,77.69
724948,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,26,841800-00,50.0,156.49
724949,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,27,937508-08,26.0,61.0
724950,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,28,937513-13,48.0,91.82
724951,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,29,8803271-71,25.0,12.66
724952,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,30,944017-17,20.0,50.23
724953,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,31,943453-53,20.0,24.53
724954,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,32,943452-52,20.0,24.53
724955,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,33,8206472-72,20.0,16.65
724956,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,34,921216-16,50.0,80.22
724957,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,35,880410-10,75.0,81.05
724958,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,36,8755811-11,25.0,60.84
724959,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,37,875586-86,50.0,54.03
724960,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,38,8902742-42,75.0,52.21
724961,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,39,8902753-53,50.0,26.29
724962,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,40,861130-30,25.0,13.51
724963,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,41,9373901-01,40.0,20.44
724964,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,42,9357121-21,24.0,35.75
724965,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,43,926279-79,36.0,43.28
724966,2021-03-30 00:00:00.000,3-2021,3403434,5003474-74,21020633,44,875708-08,50.0,51.35
724967,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,1,8902772-72,50.0,46.24
724968,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,2,861126-26,50.0,27.02
724969,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,3,997201-01,30.0,61.33
724970,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,4,875708-08,75.0,77.03
724971,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,5,875711-11,50.0,55.98
724972,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,6,1199005728-28,12.0,19.92
724973,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,7,875710-10,50.0,31.88
724974,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,8,875709-09,50.0,31.88
724975,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,9,875577-77,50.0,23.85
724976,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,10,927871-71,50.0,17.77
724977,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,11,880409-09,25.0,30.06
724978,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,12,8206472-72,20.0,16.65
724979,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,13,943452-52,20.0,24.53
724980,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,14,943453-53,20.0,24.53
724981,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,15,8128704-04,60.0,58.7
724982,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,16,9649051-51,40.0,51.98
724983,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,17,9003561-61,50.0,50.38
724984,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,18,8871292-92,20.0,25.9
724985,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,19,926403-03,40.0,94.82
724986,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,20,895956-56,40.0,41.66
724987,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,21,902126-26,100.0,129.48
724988,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,22,830863-63,40.0,58.22
724989,2021-03-30 00:00:00.000,3-2021,3403434,5003476-76,21020800,23,802797-97,40.0,36.8
